species,species_code,elevation,soil_code,sepal_length,sepal_width,petal_length,petal_width,petal_curvature_mm,leaf_area_cm2
virginica,2,286.9,2,6.48,2.65,5.8,1.31,13.36,73.68
virginica,2,155.8,1,6.8,3.42,5.45,2.47,14.08,79.52
virginica,2,52.3,2,8.03,3.01,5.81,2.02,13.1,76.12
virginica,2,160.6,1,6.26,3.07,4.99,2.1,15.79,69.92
virginica,2,61.5,2,6.98,1.97,6.52,1.63,15.27,61.01
virginica,2,186.0,2,6.45,2.51,6.23,1.64,12.88,66.06
virginica,2,134.6,1,6.99,3.01,6.41,1.15,10.32,81.13
virginica,2,168.4,1,5.98,3.26,4.88,2.37,9.38,79.7
virginica,2,203.3,0,6.04,3.08,5.49,2.58,11.23,65.66
virginica,2,267.2,0,5.38,3.06,6.09,2.32,13.51,50.27
virginica,2,215.5,2,6.01,1.8,5.92,2.14,15.65,68.51
virginica,2,158.5,2,5.2,1.74,5.77,1.42,12.83,67.99
virginica,2,254.9,2,6.35,2.91,5.98,1.89,14.34,68.25
virginica,2,276.4,1,5.61,3.06,5.83,2.47,11.51,73.7
virginica,2,79.9,1,6.83,3.25,5.07,2.03,13.25,76.13
virginica,2,183.0,0,6.97,4.11,5.67,2.49,13.65,76.93
virginica,2,121.1,2,7.12,2.25,5.17,1.26,8.04,73.12
virginica,2,61.8,0,6.49,3.1,6.52,2.03,11.17,57.39
virginica,2,217.1,1,6.05,3.6,6.11,2.07,13.9,67.61
virginica,2,265.7,1,6.98,2.58,5.13,2.15,12.55,86.13
virginica,2,90.7,1,7.53,2.65,5.79,1.54,9.61,72.62
virginica,2,253.1,0,7.03,3.46,5.27,2.36,7.14,72.57
virginica,2,263.3,1,7.42,2.75,5.07,1.82,11.27,72.52
virginica,2,278.6,2,6.01,2.33,4.83,1.9,11.86,72.91
virginica,2,116.3,0,6.82,3.29,4.68,1.89,10.23,53.32
virginica,2,276.0,1,6.33,2.95,5.93,2.19,12.29,68.32
virginica,2,130.2,0,7.02,3.15,6.1,2.68,13.01,69.73
virginica,2,188.1,0,6.94,3.42,4.99,1.83,13.34,78.97
virginica,2,62.6,1,7.85,2.86,5.63,1.75,7.29,70.33
virginica,2,61.0,1,6.42,3.06,5.77,1.78,9.37,58.47
virginica,2,230.1,0,6.54,3.31,5.61,2.28,11.39,73.01
virginica,2,161.1,0,6.91,3.3,6.77,2.6,13.14,64.37
virginica,2,114.1,1,6.87,2.84,6.36,2.11,12.98,61.48
virginica,2,97.6,2,7.03,2.28,5.8,0.93,12.94,64.16
virginica,2,217.5,0,5.74,3.25,6.31,2.09,11.23,73.8
virginica,2,50.1,0,7.18,3.78,5.13,2.42,11.34,78.81
virginica,2,251.5,2,5.63,2.89,4.85,1.72,10.54,73.38
virginica,2,69.8,1,7.0,3.24,6.41,2.31,13.54,74.42
virginica,2,97.9,1,7.08,2.73,6.72,1.9,10.16,73.31
virginica,2,146.6,2,7.69,2.38,5.41,1.76,13.7,70.71
virginica,2,171.2,1,6.16,3.07,5.3,1.88,12.42,74.88
virginica,2,138.7,1,6.35,3.19,4.78,2.32,11.91,53.07
virginica,2,130.2,0,7.41,3.32,4.85,2.3,10.69,70.78
virginica,2,291.0,0,5.67,3.16,4.5,2.11,9.29,62.69
virginica,2,210.4,0,6.52,3.03,5.82,2.46,10.7,78.14
virginica,2,55.9,2,5.42,2.78,6.13,1.68,11.34,68.97
virginica,2,157.5,1,5.8,1.93,4.81,2.03,7.26,70.22
virginica,2,268.8,1,5.36,2.51,5.16,1.93,11.61,59.46
virginica,2,125.4,0,7.49,3.06,7.68,2.17,13.85,77.12
virginica,2,73.6,0,6.79,3.25,4.72,2.26,13.13,74.39
virginica,2,239.6,2,6.38,2.24,5.3,1.71,11.01,73.9
virginica,2,201.5,1,5.16,3.2,5.64,1.43,12.09,64.31
